id,source,description,host_id,host_url,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,amenity_count,zipcode,INCOME_HOUSEHOLD_MEDIAN,price_per_person,log_price,host_listing_ratio,is_entire_home,host_verification_count
50890336.0,city scrape,"This beautifully renovated and brightly decorated brownstone in historic Albany is your perfect getaway. Located just minutes from charming downtown, guests can enjoy all Albany has to offer. <br /><br />Very spacious bedroom and living area with an abundance of natural light creates a very comfortable environment! It features a fully stocked kitchen, in unit washer/dryer, free resident lot parking, and a fenced shared backyard with bbq for guests to enjoy.<br /><br />Long term stays available.",47625981,https://www.airbnb.com/users/show/47625981,10/28/2015,"Albany, NY",within an hour,97%,97%,f,Mansion Area,19,19,"['email', 'phone']",t,t,Neighborhood highlights,FOURTH WARD,,42.65901,-73.74748,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Iron"", ""Coffee maker: Keurig coffee machine"", ""Coffee"", ""Luggage dropoff allowed"", ""Shampoo"", ""Refrigerator"", ""Long term stays allowed"", ""Essentials"", ""Cooking basics"", ""Freezer"", ""Hot water kettle"", ""Self check-in"", ""Conditioner"", ""Kitchen"", ""Washer"", ""First aid kit"", ""Pets allowed"", ""Hangers"", ""Wine glasses"", ""TV"", ""Room-darkening shades"", ""Bed linens"", ""Lockbox"", ""Stove"", ""Fire extinguisher"", ""Body soap"", ""BBQ grill"", ""Smoke alarm"", ""Air conditioning"", ""Hair dryer"", ""Free parking on premises"", ""Fire pit"", ""Microwave"", ""Dining table"", ""Heating"", ""Dedicated workspace"", ""Dryer"", ""Carbon monoxide alarm"", ""Oven"", ""Hot water"", ""Wifi"", ""Free street parking"", ""Cleaning products"", ""Laundromat nearby"", ""Shared backyard \u2013 Fully fenced"", ""Dishwasher"", ""Outdoor furniture"", ""Clothing storage"", ""Dishes and silverware""]",108,1,1125,1,2,1125,1125,1.3,1125.0,,t,0,29,59,211,45,6,0,211,6,36,3888,7/31/2021,7/25/2024,4.62,4.8,4.89,4.91,4.82,4.38,4.56,f,18,18,0,0,0.98,49,12207,32418,54.0,4.691347882,0.818181818,1,2
51503537.0,city scrape,"This modern, luxurious,  and spacious one bedroom with lofted den will exceed all expectations! Located in a mixed use building with a Pizza Shop on the ground floor, other businesses and apartments on the floors above; you will have it all at your fingertips. Staying here will give you the opportunity to be walking distance to anything you may need in downtown Albany! Try out our rooftop seating area, fitness center, and theatre room in your down time. Extended stays welcome!@allseasonsgetaway_",394420519,https://www.airbnb.com/users/show/394420519,3/27/2021,"Glenville, NY",within a few hours,90%,96%,f,Downtown,9,11,"['email', 'phone']",t,t,Neighborhood highlights,THIRD WARD,,42.65061,-73.75006,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Shampoo"", ""Refrigerator"", ""Coffee maker: drip coffee maker"", ""Long term stays allowed"", ""Essentials"", ""Cooking basics"", ""Clothing storage: closet and dresser"", ""Kitchen"", ""Washer"", ""Pets allowed"", ""Shower gel"", ""Hangers"", ""Gym"", ""TV"", ""Bed linens"", ""Body soap"", ""Smoke alarm"", ""Stainless steel electric stove"", ""Air conditioning"", ""Microwave"", ""Dining table"", ""Heating"", ""Stainless steel oven"", ""Dryer"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Elevator"", ""Dishwasher"", ""Dishes and silverware""]",100,4,365,4,4,1125,1125,4.0,1125.0,,t,30,60,90,180,9,1,0,180,2,8,800,9/8/2021,9/9/2024,4.0,4.56,4.22,3.67,4.0,4.56,3.78,f,1,1,0,0,0.2,30,12207,32418,50.0,4.615120517,0.045454545,1,2
51579900.0,city scrape,"This beautifully renovated and brightly decorated brownstone in historic Albany is your perfect getaway. Located just minutes from charming downtown, guests can enjoy all Albany has to offer. <br /><br />This spacious bedroom and living area has an abundance of natural light creates a very comfortable environment! This property comes with a fully stocked kitchen, in unit washer/dryer, free resident lot parking, and a fenced shared backyard with bbq for guests to enjoy.<br /><br />Long term stays available.",47625981,https://www.airbnb.com/users/show/47625981,10/28/2015,"Albany, NY",within an hour,97%,97%,f,Mansion Area,19,19,"['email', 'phone']",t,t,Neighborhood highlights,FOURTH WARD,,42.65856,-73.74866,Entire rental unit,Entire home/apt,3,1.0,1 bath,1,1,"[""Iron"", ""Coffee maker: Keurig coffee machine"", ""Coffee"", ""Luggage dropoff allowed"", ""Shampoo"", ""Refrigerator"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Essentials"", ""Cooking basics"", ""Freezer"", ""Hot water kettle"", ""Self check-in"", ""Conditioner"", ""Kitchen"", ""First aid kit"", ""Pets allowed"", ""Hangers"", ""Wine glasses"", ""Free dryer \u2013 In unit"", ""TV"", ""Room-darkening shades"", ""Lockbox"", ""Stove"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Body soap"", ""BBQ grill"", ""Smoke alarm"", ""Air conditioning"", ""Hair dryer"", ""Free parking on premises"", ""Fire pit"", ""Microwave"", ""Dining table"", ""Heating"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Oven"", ""Hot water"", ""Wifi"", ""Free street parking"", ""Cleaning products"", ""Laundromat nearby"", ""Shared backyard \u2013 Fully fenced"", ""Dishwasher"", ""Outdoor furniture"", ""Clothing storage"", ""Dishes and silverware""]",99,1,1125,1,2,1125,1125,1.3,1125.0,,t,27,55,82,231,75,7,0,231,11,42,4158,8/14/2021,3/22/2025,4.81,4.87,4.8,4.85,4.87,4.57,4.79,f,18,18,0,0,1.66,49,12207,32418,33.0,4.605170186,0.818181818,1,2
51592836.0,city scrape,"Relax in a newly renovated one bedroom/one bathroom apartment located on the first floor of a charming brownstone building. It features lofty ceilings with beautiful architecture and a newly remodeled kitchen. Conveniently located to the Palace Theater, Capitol Rep Theater, Times Union Center and the Empire State Plaza. This rental is in walking distance to many popular eateries, bars, and more to explore!",60293220,https://www.airbnb.com/users/show/60293220,2/24/2016,"Latham, NY",within an hour,100%,100%,t,Ten Broeck Triangle,3,3,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,THIRD WARD,,42.65844,-73.74978,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Books and reading material"", ""Iron"", ""Window AC unit"", ""Coffee maker"", ""Shampoo"", ""Refrigerator"", ""Long term stays allowed"", ""Courtyard view"", ""Essentials"", ""Toaster"", ""Cooking basics"", ""Freezer"", ""Hot water kettle"", ""Self check-in"", ""Cleaning available during stay"", ""Conditioner"", ""Clothing storage: closet and dresser"", ""42 inch TV"", ""Kitchen"", ""First aid kit"", ""Portable fans"", ""Hangers"", ""Wine glasses"", ""Single oven"", ""Bathtub"", ""Bed linens"", ""Lockbox"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Private entrance"", ""Body soap"", ""Smoke alarm"", ""Hair dryer"", ""Microwave"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Hot water"", ""Gas stove"", ""Wifi"", ""Free street parking"", ""Cleaning products"", ""Dishwasher"", ""Radiant heating"", ""Dishes and silverware""]",89,2,365,2,3,365,365,2.3,365.0,,t,25,55,82,356,88,13,0,236,19,78,6942,10/10/2021,1/1/2025,4.76,4.89,4.64,4.93,4.92,4.48,4.8,f,3,3,0,0,2.03,44,12207,32418,44.5,4.49980967,0.136363636,1,3
51960331.0,city scrape,"This cozy 1-bedroom apartment is located on a cobblestone street in downtown Albany next to our celebrated restaurant, Café Capriccio, one of Albany's finest and most honored Italian restaurants for over 4 decades. You will have a lovely, private covered deck, overlooking a view of Café Capriccio’s Tuscan Garden patio dining area in summer and fall.",418024477,https://www.airbnb.com/users/show/418024477,8/11/2021,"Albany, NY",within an hour,100%,93%,t,Mansion Area,1,4,"['email', 'phone']",t,t,Neighborhood highlights,SECOND WARD,,42.64684,-73.75614,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Books and reading material"", ""Iron"", ""Coffee maker: Keurig coffee machine"", ""Coffee"", ""Window AC unit"", ""Shampoo"", ""Refrigerator"", ""38 inch HDTV with Amazon Prime Video, Netflix, standard cable"", ""Courtyard view"", ""Essentials"", ""Toaster"", ""Cooking basics"", ""Baking sheet"", ""Conditioner"", ""Paid parking lot off premises"", ""Kitchen"", ""First aid kit"", ""Portable fans"", ""Private patio or balcony"", ""Ceiling fan"", ""Hangers"", ""Wine glasses"", ""Garden view"", ""Bathtub"", ""Bed linens"", ""Extra pillows and blankets"", ""Stove"", ""Fire extinguisher"", ""Private entrance"", ""Body soap"", ""Smoke alarm"", ""Hair dryer"", ""Clothing storage: closet"", ""Microwave"", ""Dining table"", ""Carbon monoxide alarm"", ""Oven"", ""Hot water"", ""Outdoor dining area"", ""Wifi"", ""Free street parking"", ""Cleaning products"", ""Laundromat nearby"", ""Outdoor furniture"", ""Radiant heating"", ""Dishes and silverware""]",100,1,7,1,1,7,7,1.0,7.0,,t,28,55,78,166,111,28,0,166,28,168,16800,9/19/2021,3/23/2025,4.88,4.9,4.86,5.0,5.0,4.63,4.83,f,1,1,0,0,2.52,46,12207,32418,50.0,4.615120517,0.045454545,1,2
52837196.0,city scrape,"BEAUTIFULLY renovated apartment with CHARACTER in a historic building. This is a ground floor unit with direct fenced backyard access and a private patio! Ideal for pet owners! 4K Smart TV with Netflix, and high speed internet ready for you to use! This property comes with a fully stocked kitchen, in unit washer/dryer, free resident lot parking, and a fenced shared backyard with bbq for guests to enjoy.",47625981,https://www.airbnb.com/users/show/47625981,10/28/2015,"Albany, NY",within an hour,97%,97%,f,Mansion Area,19,19,"['email', 'phone']",t,t,Neighborhood highlights,FOURTH WARD,,42.65812,-73.74837,Entire rental unit,Entire home/apt,3,1.0,1 bath,1,1,"[""Iron"", ""Coffee maker: Keurig coffee machine"", ""Coffee"", ""Luggage dropoff allowed"", ""Shampoo"", ""Refrigerator"", ""Long term stays allowed"", ""Private backyard \u2013 Fully fenced"", ""Essentials"", ""Cooking basics"", ""Freezer"", ""Self check-in"", ""Conditioner"", ""Kitchen"", ""Washer"", ""First aid kit"", ""Pets allowed"", ""Smart lock"", ""Private patio or balcony"", ""Hangers"", ""Wine glasses"", ""TV"", ""Room-darkening shades"", ""Stove"", ""Private entrance"", ""Body soap"", ""BBQ grill"", ""Smoke alarm"", ""Air conditioning"", ""Hair dryer"", ""Free parking on premises"", ""Fire pit"", ""Microwave"", ""Heating"", ""Dedicated workspace"", ""Dryer"", ""Rice maker"", ""Carbon monoxide alarm"", ""Oven"", ""Hot water"", ""Wifi"", ""Free street parking"", ""Cleaning products"", ""Laundromat nearby"", ""Dishwasher"", ""Outdoor furniture"", ""Clothing storage"", ""Dishes and silverware""]",104,1,1125,1,2,1125,1125,1.3,1125.0,,t,24,53,78,229,73,10,1,229,15,60,6240,10/24/2021,4/14/2025,4.71,4.75,4.6,4.77,4.78,4.53,4.62,f,18,18,0,0,1.7,48,12207,32418,34.66666667,4.65396035,0.818181818,1,2
54097694.0,city scrape,"You'll love this unique and romantic escape. Suitable for pre-gaming a night out or to rendezvous after a night out! Perfect for small intimate gatherings or for just you and that special someone. Folding tables, chairs and other amenities available. Great for Sip and Paints, private dinners etc. Venue is safe and secure. This space rents in hourly blocks starting at $75.00 per hour.",438504176,https://www.airbnb.com/users/show/438504176,1/2/2022,,Unknown,,50%,f,Mansion Area,1,1,"['email', 'phone']",f,t,Neighborhood highlights,SECOND WARD,,42.64683,-73.75662,Entire place,Entire home/apt,4,0.5,Half-bath,0,1,"[""Self check-in"", ""Building staff"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Indoor fireplace"", ""Kitchen"", ""Wifi"", ""Exterior security cameras on property"", ""Smoke alarm"", ""TV""]",300,1,1,1,1,1,1,1.0,1.0,,t,30,60,90,365,0,0,0,244,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,f,1,1,0,0,1.21,10,12207,32418,75.0,5.707110265,0.045454545,1,2
6.29e+17,city scrape,"Located in the heart of Albany's Sheridan-Hollow district. This is a newly renovated two-bedroom apartment. Accessible to public transit, Albany Medical Center, UAlbany, Washington Park, and more. This experience is being offered unfurnished, just a blank canvas for you to decorate and furnish to your liking. Includes central heating & cooling, WiFi, Utilities (Hot water, gas, and electric), coded key-pad entry, washer & dryer hook-up, and upgraded appliances. No furniture or beds included!",7164949,https://www.airbnb.com/users/show/7164949,6/28/2013,,Unknown,,0%,f,Sheridan Hollow,1,2,"['email', 'phone']",t,f,,THIRD WARD,,42.66169975,-73.76466828,Private room in rental unit,Private room,1,1.0,1 private bath,2,2,"[""Self check-in"", ""Lockbox"", ""Central heating"", ""Hotpoint refrigerator"", ""Carbon monoxide alarm"", ""Kitchen"", ""Hotpoint gas stove"", ""Ethernet connection"", ""Wifi"", ""Free street parking"", ""Pets allowed"", ""Exterior security cameras on property"", ""Long term stays allowed"", ""Smoke alarm"", ""Air conditioning"", ""Hotpoint oven""]",58,2,7,2,2,7,7,2.0,7.0,,t,29,59,88,88,0,0,0,88,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,f,1,0,1,0,1.21,16,12206,38931,58.0,4.077537444,0.045454545,0,2
6.54e+17,city scrape,"Modern apartment with CHARACTER in a historic building. <br /><br />This is a ground floor unit with direct fenced backyard access and a private patio! Ideal for pet owners! 4K Smart TV with Netflix, and high speed internet ready for you to use! This property comes with a fully stocked kitchen, in unit washer/dryer, free resident lot parking, and a fenced shared backyard with bbq grill for guests to enjoy.",47625981,https://www.airbnb.com/users/show/47625981,10/28/2015,"Albany, NY",within an hour,97%,97%,f,Mansion Area,19,19,"['email', 'phone']",t,t,Neighborhood highlights,FOURTH WARD,,42.65752,-73.74743,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Iron"", ""Coffee maker: Keurig coffee machine"", ""Coffee"", ""Luggage dropoff allowed"", ""Shampoo"", ""Refrigerator"", ""Long term stays allowed"", ""Essentials"", ""Toaster"", ""Cooking basics"", ""Freezer"", ""Hot water kettle"", ""Self check-in"", ""Conditioner"", ""Kitchen"", ""Washer"", ""First aid kit"", ""Pets allowed"", ""Hangers"", ""Wine glasses"", ""TV"", ""Room-darkening shades"", ""Bed linens"", ""Lockbox"", ""Backyard"", ""Extra pillows and blankets"", ""Stove"", ""Fire extinguisher"", ""Body soap"", ""BBQ grill"", ""Smoke alarm"", ""Hair dryer"", ""Free parking on premises"", ""Fire pit"", ""Microwave"", ""Dining table"", ""Heating"", ""Dedicated workspace"", ""Dryer"", ""Carbon monoxide alarm"", ""Oven"", ""Hot water"", ""Wifi"", ""Free street parking"", ""Cleaning products"", ""Laundromat nearby"", ""Central air conditioning"", ""Dishwasher"", ""Outdoor furniture"", ""Clothing storage"", ""Dishes and silverware""]",104,1,365,1,2,1125,1125,1.3,1125.0,,t,5,34,64,336,51,10,0,216,15,60,6240,7/18/2022,12/1/2024,4.57,4.76,4.61,4.8,4.92,4.57,4.49,f,18,18,0,0,1.5,51,12207,32418,52.0,4.65396035,0.818181818,1,2
7.51e+17,city scrape,You'll Love this Newly renovated Modern Charming Place to stay. Enjoy the spacious back yard for fresh air or relax inside enjoying the detailed wood accent Throughout the unit with a touch or Brick Detailing. <br /><br />Short Drive or 10-15minute walk to local attractions and theatre. Less than a minute walk to convenience stores. 15 Minute drive to Albany international Airport/Amtrak and Greyhound station.<br /><br />Early Check-In may be possible after 2pm<br /><br />$250 indoor smoking violation fee<br />$250 animal cleaning,486073806,https://www.airbnb.com/users/show/486073806,11/2/2022,"Albany, NY",within an hour,100%,100%,t,West Hill,1,1,"['email', 'phone']",t,t,Neighborhood highlights,FIFTH WARD,,42.66648,-73.76831,Entire rental unit,Entire home/apt,4,1.0,1 bath,2,2,"[""Books and reading material"", ""Iron"", ""Coffee"", ""Refrigerator"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Essentials"", ""Toaster"", ""Cooking basics"", ""Freezer"", ""Noise decibel monitors on property"", ""Hot water kettle"", ""Self check-in"", ""Kitchen"", ""First aid kit"", ""Ceiling fan"", ""Hangers"", ""Keypad"", ""Room-darkening shades"", ""Bed linens"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Private entrance"", ""Smoke alarm"", ""55 inch HDTV"", ""Hair dryer"", ""Clothing storage: closet"", ""Microwave"", ""Dining table"", ""Stainless steel oven"", ""Central heating"", ""Carbon monoxide alarm"", ""Hot water"", ""Gas stove"", ""Wifi"", ""Free street parking"", ""Cleaning products"", ""Shared backyard \u2013 Fully fenced"", ""Dishwasher"", ""Dishes and silverware""]",115,2,1125,2,2,1125,1125,2.0,1125.0,,t,25,53,83,355,27,11,0,234,13,66,7590,2/19/2023,2/16/2025,4.96,4.96,4.96,5.0,5.0,4.44,4.93,f,1,1,0,0,1.01,40,12206,38931,28.75,4.753590191,0.045454545,1,2
7.95e+17,city scrape,"If you are a traveling professional, or parents visiting your young adult, enjoy this  stylish home at this centrally-located place. You are 10 minutes from NY State Capital, Suny Albany, Albany Medical Center, etc. The home is 1st floor unit in two family house, which was recently renovated 3 bedrooms and 1 bath. It includes all amenities and functioning washer, dryer and dishwasher. It meets all your needs and a restful stay, close main attractions.",20144241,https://www.airbnb.com/users/show/20144241,8/17/2014,"Northampton, PA",within an hour,100%,100%,t,West Hill,2,2,"['email', 'phone']",t,t,,FIFTH WARD,,42.67283,-73.77367,Entire rental unit,Entire home/apt,6,1.0,1 bath,3,3,"[""Iron"", ""Coffee"", ""Luggage dropoff allowed"", ""Shampoo"", ""Refrigerator"", ""Coffee maker: drip coffee maker"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Essentials"", ""Cooking basics"", ""Freezer"", ""Hot water kettle"", ""Self check-in"", ""Conditioner"", ""Kitchen"", ""First aid kit"", ""TV with Fire TV"", ""Pets allowed"", ""Smart lock"", ""Shower gel"", ""Hangers"", ""Ceiling fan"", ""Free dryer \u2013 In unit"", ""Room-darkening shades"", ""Bathtub"", ""Bed linens"", ""Stove"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Private entrance"", ""Body soap"", ""Smoke alarm"", ""Hair dryer"", ""Free parking on premises"", ""Microwave"", ""Dining table"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Oven"", ""Hot water"", ""Wifi"", ""Free street parking"", ""Cleaning products"", ""Dishwasher"", ""Radiant heating"", ""Dishes and silverware""]",94,3,1125,3,3,1125,1125,3.0,1125.0,,t,16,40,58,58,14,8,1,58,7,48,4512,5/28/2023,4/27/2025,4.43,4.79,4.93,4.86,4.93,3.79,4.64,t,1,1,0,0,0.59,46,12206,38931,15.66666667,4.553876892,0.045454545,1,2
8.07e+17,city scrape,"Enjoy the entire house and surrounding area being at the center of Albany. Near everything like children’s park and new basketball court and outdoor exercise bars, also close to one of the bast grocery stores in Albany (Honest Weight Food Co-op) within 5 minutes!  One street over from the bus stop and just the right distance to be close to the main highway without too much traffic. Impeccable cleaning to make sure you always feel comfortable",110453341,https://www.airbnb.com/users/show/110453341,1/8/2017,"New York, NY",within an hour,100%,100%,f,West Hill,6,13,"['email', 'phone']",t,t,,FIFTH WARD,,42.6684126,-73.7684199,Entire home,Entire home/apt,6,2.0,2 baths,2,3,"[""Iron"", ""Bidet"", ""Coffee maker"", ""Refrigerator"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Essentials"", ""Cooking basics"", ""Freezer"", ""Self check-in"", ""Cleaning available during stay"", ""Kitchen"", ""Washer"", ""Private backyard \u2013 Not fully fenced"", ""Stainless steel gas stove"", ""Private patio or balcony"", ""Hangers"", ""Free dryer \u2013 In unit"", ""Keypad"", ""TV"", ""Room-darkening shades"", ""Bed linens"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Body soap"", ""Smoke alarm"", ""Air conditioning"", ""Free parking on premises"", ""Microwave"", ""Trash compactor"", ""Stainless steel oven"", ""Central heating"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Free street parking"", ""Cleaning products"", ""Dishwasher"", ""Clothing storage"", ""Dishes and silverware""]",95,1,360,1,1,1125,1125,1.0,1125.0,,t,27,55,85,327,39,16,0,237,16,96,9120,1/29/2023,3/16/2025,4.44,4.46,4.54,4.69,4.85,3.95,4.36,t,1,1,0,0,1.42,40,12206,38931,15.83333333,4.564348191,0.045454545,1,2
8.47e+17,city scrape,"Welcome to our beautiful 3-bedroom, 2-full bathroom home with laundry in the unit! With modern furnishings, comfortable beds, and all the amenities you need, this space is perfect for families, groups of friends, or business travelers. Located in the uptown Manning Boulevard neighborhood, you'll be just a short drive away from local attractions and delicious restaurants. Whether you're here for work or play, this home will provide you with a comfortable and convenient stay. Book your stay today!",49372011,https://www.airbnb.com/users/show/49372011,11/18/2015,"Albany, NY",within an hour,100%,93%,t,,2,2,"['email', 'phone']",t,t,,TWELFTH WARD,,42.67336,-73.78619,Entire rental unit,Entire home/apt,7,2.0,2 baths,3,3,"[""Iron"", ""Heating - split type ductless system"", ""Coffee maker"", ""Shampoo"", ""Refrigerator"", ""Exterior security cameras on property"", ""Essentials"", ""Cooking basics"", ""Self check-in"", ""Conditioner"", ""Kitchen"", ""Washer"", ""First aid kit"", ""Shower gel"", ""Hangers"", ""Free dryer \u2013 In unit"", ""Keypad"", ""TV"", ""Bathtub"", ""Bed linens"", ""Extra pillows and blankets"", ""Stove"", ""Fire extinguisher"", ""Body soap"", ""Smoke alarm"", ""Air conditioning"", ""Hair dryer"", ""Microwave"", ""Dining table"", ""Carbon monoxide alarm"", ""Oven"", ""Hot water"", ""Wifi"", ""Cleaning products"", ""Dishwasher"", ""Dishes and silverware""]",196,3,1125,3,3,1125,1125,3.0,1125.0,,t,0,0,0,121,19,7,0,0,7,42,8232,4/14/2023,1/24/2025,4.68,4.79,4.74,4.68,4.84,4.42,4.68,t,2,2,0,0,0.76,36,12206,38931,28.0,5.283203729,0.090909091,1,2
8.58e+17,city scrape,"Relax in a newly renovated one bedroom/one bathroom apartment located on the 2nd floor of a charming brownstone building. It features lofty ceilings with beautiful architecture and a newly updated kitchen. Conveniently located to the Palace Theater, Capitol Rep Theater, Times Union Center and the Empire State Plaza. This rental is in walking distance to many popular eateries, bars, and more to explore! Laundry on Site for Long-Term Stays",60293220,https://www.airbnb.com/users/show/60293220,2/24/2016,"Latham, NY",within an hour,100%,100%,t,Ten Broeck Triangle,3,3,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,THIRD WARD,,42.65817,-73.74935,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Iron"", ""Coffee"", ""Window AC unit"", ""42 inch TV with Amazon Prime Video, Hulu, Netflix, Roku"", ""Shampoo"", ""Refrigerator"", ""Coffee maker: drip coffee maker"", ""Long term stays allowed"", ""Essentials"", ""Toaster"", ""Cooking basics"", ""Freezer"", ""Hot water kettle"", ""Self check-in"", ""Cleaning available during stay"", ""Clothing storage: closet and dresser"", ""Kitchen"", ""First aid kit"", ""Portable fans"", ""Hangers"", ""Wine glasses"", ""Free dryer \u2013 In unit"", ""Single oven"", ""Bathtub"", ""Bed linens"", ""Lockbox"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Body soap"", ""Smoke alarm"", ""Free washer \u2013 In building"", ""Hair dryer"", ""Free parking on premises"", ""Microwave"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Hot water"", ""Gas stove"", ""Wifi"", ""Cleaning products"", ""Laundromat nearby"", ""Radiant heating"", ""Dishes and silverware""]",89,2,365,3,4,365,365,3.7,365.0,,t,22,52,74,344,21,9,1,224,8,54,4806,5/24/2023,4/8/2025,4.81,4.81,4.81,4.9,4.9,4.62,4.86,f,3,3,0,0,0.89,43,12207,32418,44.5,4.49980967,0.136363636,1,3
8.8e+17,city scrape,"Welcome to our beautiful 3-bedroom, 2-full bathroom home with laundry in the unit! With modern furnishings, comfortable beds, and all the amenities you need, this space is perfect for families, groups of friends, or business travelers. Located in the uptown Manning Boulevard neighborhood, you'll be just a short drive away from local attractions and delicious restaurants. Whether you're here for work or play, this home will provide you with a comfortable and convenient stay!",49372011,https://www.airbnb.com/users/show/49372011,11/18/2015,"Albany, NY",within an hour,100%,93%,t,,2,2,"['email', 'phone']",t,t,,ELEVENTH WARD,,42.67355,-73.78496,Entire rental unit,Entire home/apt,7,2.0,2 baths,3,3,"[""Self check-in"", ""Heating"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Kitchen"", ""Washer"", ""First aid kit"", ""Wifi"", ""Hair dryer"", ""Exterior security cameras on property"", ""Smoke alarm"", ""Air conditioning"", ""Keypad"", ""TV""]",251,2,1125,2,2,1125,1125,2.0,1125.0,,t,28,58,88,241,26,7,0,120,8,42,10542,5/14/2023,9/2/2024,4.85,4.96,4.96,4.85,5.0,4.42,4.65,t,2,2,0,0,1.08,14,12206,38931,35.85714286,5.529429088,0.090909091,1,2
8.87e+17,city scrape,Your family will be close to everything when you stay at this centrally-located place.,459472925,https://www.airbnb.com/users/show/459472925,5/16/2022,"Albany, NY",within a few hours,80%,58%,f,West Hill,2,2,['phone'],t,t,,THIRD WARD,,42.66246,-73.76576,Private room in rental unit,Private room,1,1.0,1 shared bath,1,2,"[""Iron"", ""Heating - split type ductless system"", ""Coffee"", ""Coffee maker: pour-over coffee"", ""Ethernet connection"", ""Shampoo"", ""Refrigerator"", ""Long term stays allowed"", ""Free dryer"", ""Exterior security cameras on property"", ""Essentials"", ""Toaster"", ""Cooking basics"", ""Self check-in"", ""Lock on bedroom door"", ""Kitchen"", ""Washer"", ""Smart lock"", ""Shower gel"", ""Hangers"", ""Ceiling fan"", ""Wine glasses"", ""TV"", ""Room-darkening shades"", ""Bed linens"", ""Fire extinguisher"", ""Smoke alarm"", ""Air conditioning"", ""Hair dryer"", ""Free parking on premises"", ""Clothing storage: walk-in closet"", ""Microwave"", ""Trash compactor"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Blender"", ""Dishes and silverware""]",36,1,1125,1,1,1125,1125,1.0,1125.0,,t,24,54,84,358,26,9,0,238,12,54,1944,6/6/2023,2/17/2025,4.73,4.69,4.69,4.92,5.0,4.12,4.65,f,2,0,2,0,1.12,39,12206,38931,36.0,3.610917913,0.090909091,0,1
